BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	cultivar_s	genotype_s	source_name_s	tissue_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s
SAMN03081796	SRX711275	1066	755	SRR1586999	SRS710021	GSM1514789	Oh43_TIL09	F1 cross	stem tissue from cross Oh43_TIL09,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081797	SRX711276	1075	762	SRR1587000	SRS710022	GSM1514790	Oh43_TIL09	F1 cross	stem tissue from cross Oh43_TIL09,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081798	SRX711277	1054	750	SRR1587001	SRS710023	GSM1514791	Oh43_TIL10	F1 cross	stem tissue from cross Oh43_TIL10,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081802	SRX711280	1199	819	SRR1587004	SRS710024	GSM1514794	Oh43_TIL10	F1 cross	stem tissue from cross Oh43_TIL10,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081800	SRX711278	1064	758	SRR1587002	SRS710025	GSM1514792	Oh43_TIL10	F1 cross	stem tissue from cross Oh43_TIL10,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081801	SRX711279	1163	801	SRR1587003	SRS710026	GSM1514793	Oh43_TIL10	F1 cross	stem tissue from cross Oh43_TIL10,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081803	SRX711281	1048	724	SRR1587005	SRS710027	GSM1514795	Oh43_TIL11	F1 cross	stem tissue from cross Oh43_TIL11,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081805	SRX711282	805	544	SRR1587006	SRS710028	GSM1514796	Oh43_TIL11	F1 cross	stem tissue from cross Oh43_TIL11,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081905	SRX711285	1075	738	SRR1587009	SRS710029	GSM1514799	Oh43_TIL15	F1 cross	stem tissue from cross Oh43_TIL15,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081902	SRX711283	1186	859	SRR1587007	SRS710030	GSM1514797	Oh43_TIL11	F1 cross	stem tissue from cross Oh43_TIL11,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081903	SRX711284	1190	862	SRR1587008	SRS710031	GSM1514798	Oh43_TIL11	F1 cross	stem tissue from cross Oh43_TIL11,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081906	SRX711286	1076	738	SRR1587010	SRS710032	GSM1514800	Oh43_TIL15	F1 cross	stem tissue from cross Oh43_TIL15,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081907	SRX711287	997	722	SRR1587011	SRS710033	GSM1514801	Oh43_TIL15	F1 cross	stem tissue from cross Oh43_TIL15,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081908	SRX711288	999	723	SRR1587012	SRS710034	GSM1514802	Oh43_TIL15	F1 cross	stem tissue from cross Oh43_TIL15,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081910	SRX711289	1149	830	SRR1587013	SRS710035	GSM1514803	Oh43_TIL25	F1 cross	stem tissue from cross Oh43_TIL25,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081911	SRX711290	1161	839	SRR1587014	SRS710036	GSM1514804	Oh43_TIL25	F1 cross	stem tissue from cross Oh43_TIL25,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081912	SRX711291	891	611	SRR1587015	SRS710037	GSM1514805	Oh43_TIL25	F1 cross	stem tissue from cross Oh43_TIL25,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081915	SRX711293	1119	775	SRR1587017	SRS710038	GSM1514807	W22_TIL01	F1 cross	stem tissue from cross W22_TIL01,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081913	SRX711292	930	632	SRR1587016	SRS710039	GSM1514806	Oh43_TIL25	F1 cross	stem tissue from cross Oh43_TIL25,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081916	SRX711294	1118	773	SRR1587018	SRS710040	GSM1514808	W22_TIL01	F1 cross	stem tissue from cross W22_TIL01,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081917	SRX711295	1094	796	SRR1587019	SRS710041	GSM1514809	W22_TIL01	F1 cross	stem tissue from cross W22_TIL01,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081919	SRX711297	1130	817	SRR1587021	SRS710042	GSM1514811	W22_TIL03	F1 cross	stem tissue from cross W22_TIL03,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081920	SRX711298	1131	818	SRR1587022	SRS710043	GSM1514812	W22_TIL03	F1 cross	stem tissue from cross W22_TIL03,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081918	SRX711296	1099	800	SRR1587020	SRS710044	GSM1514810	W22_TIL01	F1 cross	stem tissue from cross W22_TIL01,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081924	SRX711301	1015	721	SRR1587025	SRS710045	GSM1514815	W22_TIL11	F1 cross	stem tissue from cross W22_TIL11,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081923	SRX711300	1210	831	SRR1587024	SRS710046	GSM1514814	W22_TIL03	F1 cross	stem tissue from cross W22_TIL03,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081922	SRX711299	1208	830	SRR1587023	SRS710047	GSM1514813	W22_TIL03	F1 cross	stem tissue from cross W22_TIL03,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081926	SRX711302	1025	728	SRR1587026	SRS710048	GSM1514816	W22_TIL11	F1 cross	stem tissue from cross W22_TIL11,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081927	SRX711303	1132	780	SRR1587027	SRS710049	GSM1514817	W22_TIL11	F1 cross	stem tissue from cross W22_TIL11,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081928	SRX711304	1142	780	SRR1587028	SRS710050	GSM1514818	W22_TIL11	F1 cross	stem tissue from cross W22_TIL11,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081929	SRX711305	839	579	SRR1587029	SRS710051	GSM1514819	W22_TIL14	F1 cross	stem tissue from cross W22_TIL14,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081933	SRX711306	887	612	SRR1587030	SRS710052	GSM1514820	W22_TIL14	F1 cross	stem tissue from cross W22_TIL14,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081934	SRX711307	1064	760	SRR1587031	SRS710053	GSM1514821	W22_TIL14	F1 cross	stem tissue from cross W22_TIL14,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081935	SRX711308	1091	781	SRR1587032	SRS710054	GSM1514822	W22_TIL14	F1 cross	stem tissue from cross W22_TIL14,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081937	SRX711309	1149	796	SRR1587033	SRS710055	GSM1514823	W22_TIL25	F1 cross	stem tissue from cross W22_TIL25,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081938	SRX711310	1184	813	SRR1587034	SRS710056	GSM1514824	W22_TIL25	F1 cross	stem tissue from cross W22_TIL25,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081662	SRX711311	1171	850	SRR1587035	SRS710057	GSM1514825	W22_TIL25	F1 cross	stem tissue from cross W22_TIL25,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081664	SRX711312	1173	852	SRR1587036	SRS710058	GSM1514826	W22_TIL25	F1 cross	stem tissue from cross W22_TIL25,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081931	SRX711314	1062	747	SRR1587038	SRS710059	GSM1514828	B73	maize	stem tissue from parent B73,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081666	SRX711313	830	590	SRR1587037	SRS710060	GSM1514827	B73	maize	stem tissue from parent B73,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081932	SRX711315	754	535	SRR1587039	SRS710061	GSM1514829	CML103	maize	stem tissue from parent CML103,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081668	SRX711316	760	530	SRR1587040	SRS710062	GSM1514830	CML103	maize	stem tissue from parent CML103,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081670	SRX711317	960	684	SRR1587041	SRS710063	GSM1514831	Ki3	maize	stem tissue from parent Ki3,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081672	SRX711318	990	699	SRR1587042	SRS710064	GSM1514832	Ki3	maize	stem tissue from parent Ki3,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081674	SRX711319	912	650	SRR1587043	SRS710065	GSM1514833	Mo17	maize	stem tissue from parent Mo17,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081676	SRX711320	949	670	SRR1587044	SRS710066	GSM1514834	Mo17	maize	stem tissue from parent Mo17,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081678	SRX711321	890	635	SRR1587045	SRS710067	GSM1514835	Oh43	maize	stem tissue from parent Oh43,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081680	SRX711322	1007	710	SRR1587046	SRS710068	GSM1514836	Oh43	maize	stem tissue from parent Oh43,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081682	SRX711323	826	593	SRR1587047	SRS710069	GSM1514837	TIL01	teosinte	stem tissue from parent TIL01,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081686	SRX711325	931	663	SRR1587049	SRS710070	GSM1514839	TIL03	teosinte	stem tissue from parent TIL03,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081684	SRX711324	672	482	SRR1587048	SRS710071	GSM1514838	TIL01	teosinte	stem tissue from parent TIL01,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081688	SRX711326	909	648	SRR1587050	SRS710072	GSM1514840	TIL05	teosinte	stem tissue from parent TIL05,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081690	SRX711327	1069	753	SRR1587051	SRS710073	GSM1514841	TIL05	teosinte	stem tissue from parent TIL05,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081692	SRX711328	1071	757	SRR1587052	SRS710074	GSM1514842	TIL09	teosinte	stem tissue from parent TIL09,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081694	SRX711329	882	628	SRR1587053	SRS710075	GSM1514843	TIL09	teosinte	stem tissue from parent TIL09,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081696	SRX711330	1009	723	SRR1587054	SRS710076	GSM1514844	TIL10	teosinte	stem tissue from parent TIL10,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081700	SRX711332	902	659	SRR1587056	SRS710077	GSM1514846	TIL11	teosinte	stem tissue from parent TIL11,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081698	SRX711331	1219	861	SRR1587055	SRS710078	GSM1514845	TIL10	teosinte	stem tissue from parent TIL10,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081702	SRX711333	1106	785	SRR1587057	SRS710079	GSM1514847	TIL11	teosinte	stem tissue from parent TIL11,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081704	SRX711334	781	564	SRR1587058	SRS710080	GSM1514848	TIL14	teosinte	stem tissue from parent TIL14,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081706	SRX711335	952	677	SRR1587059	SRS710081	GSM1514849	TIL14	teosinte	stem tissue from parent TIL14,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081708	SRX711336	963	680	SRR1587060	SRS710082	GSM1514850	TIL15	teosinte	stem tissue from parent TIL15,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081710	SRX711337	879	623	SRR1587061	SRS710083	GSM1514851	TIL15	teosinte	stem tissue from parent TIL15,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081712	SRX711338	752	532	SRR1587062	SRS710084	GSM1514852	TIL25	teosinte	stem tissue from parent TIL25,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081714	SRX711339	974	684	SRR1587063	SRS710085	GSM1514853	TIL25	teosinte	stem tissue from parent TIL25,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081717	SRX711341	801	572	SRR1587065	SRS710086	GSM1514855	W22	maize	stem tissue from parent W22,biological replicate 2	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
SAMN03081715	SRX711340	787	551	SRR1587064	SRS710087	GSM1514854	W22	maize	stem tissue from parent W22,biological replicate 1	stem	RNA-Seq	101	PRJNA262181	GEO	public	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	2014-09-26	Zea mays	ILLUMINA	2014-11-06	SRP047528
